threshold,precision,recall,f1_score,accuracy,score
0.8949999999999999,0.95,0.008117056498985368,0.01609657947686117,0.532387135739091,0.01609657947686117
0.8999999999999999,0.958904109589041,0.00747623624906547,0.01483679525222552,0.53213548744275,0.01483679525222552
0.9049999999999999,0.9655172413793104,0.005980988999252377,0.011888334571701518,0.5314812018722633,0.011888334571701518
0.9099999999999999,0.9607843137254902,0.00523336537434583,0.01041002761844062,0.5311288942573859,0.01041002761844062
0.9149999999999999,0.95,0.004058528249492684,0.00808252685313198,0.5305752680054356,0.00808252685313198
0.9199999999999999,0.9583333333333334,0.0024564776246929405,0.004900394162139128,0.5298706527756807,0.004900394162139128
0.9249999999999999,1.0,0.001281640499839795,0.00256,0.5293673561829987,0.00256
0.9299999999999999,1.0,0.0008544269998931966,0.001707395155266247,0.5291660375459258,0.001707395155266247
0.9349999999999999,1.0,0.0006408202499198974,0.001280819724623759,0.5290653782273894,0.001280819724623759
0.94,1.0,0.00021360674997329915,0.0004271222637479979,0.5288640595903166,0.0004271222637479979
0.945,1.0,0.00010680337498664957,0.00021358393848782572,0.5288137299310484,0.00021358393848782572
0.95,0.0,0.0,0.0,0.5287634002717801,0.0
